site_index,visit_index,det_prob,observed,0,1,2,3,4,5,6,7,8,9
0,1,0.5378628472436082,0,-1.2150953944224527,-0.25227282921284916,-1.3692127174092705,1.8574294971869079,-3.6888020681005567,-0.9340048481542177,4.584980686303101,0.9776201087911565,1.4205339813213274,2.1110688864483
0,2,0.6826037316887771,0,0.10814620069157034,0.5159068326839429,1.176563299406353,1.7704884772252885,-2.0340140484137854,-0.2673860625666549,-0.876371002664681,0.9868869888563426,-0.39801823969662653,-2.549967214644294
0,3,0.8000777597508838,0,0.5869883088757468,0.21790062365332344,0.06345357171806902,2.5452797260589164,2.142895798894723,0.8316360243171469,3.101358462753727,-0.6227578336605625,-2.7584798147154945,2.742817573353099
1,1,0.4423947360432763,0,0.055423304560958925,-0.6407991534871954,-1.6923408101662778,-0.8668578388124475,-2.674069007702798,0.4183443413469506,-2.84864260349811,-1.1069537054812408,0.14959728792839996,-1.011239666939169
1,2,0.24691098192561894,0,2.1048155677371856,1.9428008153791774,0.15366307599782106,-0.8700015502110678,1.105988796168742,0.5334326120637637,0.01797881675511377,1.2822055054983086,-0.35541431533005213,1.3925552232772045
1,3,0.14963150815901632,0,-2.377450193124334,-0.6633937107455352,0.060152276248670394,-2.2158303442186855,-1.0998497962954803,-4.065819118517099,2.815835607120331,1.2662165268008851,4.425493770733249,-1.0532045574468603
2,1,0.7783168476827282,0,1.085763357488551,-0.1689594081191574,2.5840300308621975,-0.3534211380541309,3.3755743039797976,-2.0932270847728276,1.2842404171087098,-0.3459234743133341,-2.224129949323778,-0.041405563210532
2,2,0.0441453429627716,0,-3.6270435481211747,0.4070437865951821,1.0637480860491915,-2.0340469264184646,-3.696101084660971,0.34509814701541675,1.5724030663630355,-0.14294005940826737,1.6726975412353444,-0.39645777801103954
2,3,0.197369445273594,0,-0.18454512858521377,1.7414517573250519,-1.6783849596901677,1.6465107484195933,1.4035047240576186,1.1967210255288787,-1.0159899448463705,0.2722762329227476,-2.9842291845312765,1.2233310731909663
3,1,0.9630848667357573,1,2.7390551746956318,-3.4054628339374413,-1.037561953452534,-2.4694064626380596,-5.7619891791061555,-0.03144656700028793,-3.38536929716581,-1.239269306980928,1.7486503367237325,3.4390380189510927
3,2,0.5183843829516791,1,0.06858017798987326,-1.6968686217133528,0.5376627268172408,-3.482754403504275,0.2529859802265401,-0.30958819250001396,1.6138817800324197,-1.782621268854163,-0.12911356294185225,-0.2725265897720492
3,3,0.015684074763046913,0,-0.34778768642651114,2.6432661221390825,-3.137124822889168,-1.157278219748664,0.8720122198962952,-1.5058176083565535,-1.8482044210323119,-4.874106263783761,-3.176181012581954,-1.856021001255635
4,1,0.4446765492913577,0,-1.1063330406538094,-0.42510158393295006,-1.4669796676668214,0.7414578508266804,2.061805192332928,0.6079866724842138,1.1461936287545922,-2.437175529049898,-1.542941790738522,-0.7050184017979944
4,2,0.9701727248032408,1,6.874897891684458,0.7154010790141572,0.44926772279640226,0.6346391064274238,-0.4245035470661545,-0.6271484085868356,3.259471485620755,0.3468497727187079,0.22897978558320656,0.17612671305766692
4,3,0.8116131931649996,1,0.6079070752167239,-0.7589952493222936,-1.7807492033693286,1.7770385896282288,1.7157404441139001,1.536817465365749,1.2071925681833524,0.5173294674659557,-3.9001379511047043,-1.279690918094418
5,1,0.5833597753350525,0,-0.8266054757709954,0.4631209134556021,-1.459996015375167,3.2359282948286303,-3.034053977463929,0.9120055272118875,-1.720519521361239,-2.1181129725018804,-1.4847515122290913,-0.37278719487127526
5,2,0.1383891207927194,0,-0.6534343417442818,1.6086514134731023,0.4159525977323556,-0.07627408406153094,1.8405523064546694,-1.0877405691979212,3.736513931333282,3.5386999183412904,-0.8998803294178871,-2.6794812298695185
5,3,0.03150538873096458,0,1.8968808810736775,3.0556710061665893,-0.5138705212264414,-2.7897708759728945,0.16544856768238037,-0.5203855542673327,0.8896147137865656,1.7745958072249797,-2.6052353956611083,-0.3336513496042389
6,1,0.4209391652673863,0,-3.411643251091441,-0.4407374953778322,1.0925525136932794,1.640017420378482,-0.607259085849517,3.4835021911041575,1.7520726670727487,1.5902347862085333,-0.7831147176517298,-2.2522996552390113
6,2,0.6824700933606608,0,3.5220349698381277,2.001115814061648,-4.239890998638705,3.8163177912700355,-2.1049560959118145,0.16264620113455253,1.894165359415448,-1.0674334791230775,0.02719291849327141,-2.876760873781563
6,3,0.9598494101473702,0,2.026539553949082,-0.7612496437446885,0.6112728906743503,2.379956443881832,0.9629895135345312,1.6704861575661105,2.4521940829058817,3.44338565859305,-0.4227552189626311,-2.4319659099739264
7,1,0.9745767885374842,1,1.2794528008952282,-2.495020188086367,0.06275391759315205,1.1115379889502741,3.112601692315605,2.5681653910930615,-1.0505153022504292,4.904707598231198,-3.4126541437552573,0.9001203476228102
7,2,0.8011467277883144,1,-2.0842806170479475,-2.953488865917451,-1.0374028291901207,-0.03510485207095941,3.9020424456491036,0.7361954315026386,-1.952598549025029,0.7086170635672628,-1.2779017196707962,-0.49343680874118634
7,3,0.33100525114921187,0,-1.0224102617050987,-0.6602957830693356,-2.900354486007388,-0.04796570038829111,-5.824473754282991,-0.790373225978778,1.1934991342021672,-3.656705111685497,-5.72788896104197,1.3849424959479102
8,1,0.39754248198350844,0,2.4186060319507283,1.33079176555891,-1.230134568230002,-0.24378529958130057,0.8278823542506863,-2.290524920920295,-0.0837562244749032,0.7039170593815911,-5.020020879533317,-0.2392057289580025
8,2,0.5892300377340737,0,0.8668984550508387,-0.8592965496178772,-0.5081161832570805,-1.6221468228086786,-3.264105975607434,-1.7510687069894775,0.7038194678284881,2.1513819125446703,0.9145188656549088,1.6456497212296155
8,3,0.9615957850680171,0,-0.971195258499562,-1.9594352337364322,-0.30057025587671776,3.911107892463502,-1.1621952400379274,0.8833176399884779,-3.0047971295944262,-3.3458826276147655,1.7920540275789802,-0.9328885870075904
9,1,0.8900415242454599,1,1.6732984829749473,-1.5221925178118407,0.6937691697354743,-0.9149270454254861,2.0155444879182123,-2.9075744794497687,-3.450963281992622,-0.6070482268001621,-3.0624991966531896,1.772333044610522
9,2,0.8802052170347033,1,-0.0031680628716188514,-2.037774218200572,1.2885199330805563,-0.588562672149721,2.8962230208420703,0.30712338693310864,-0.029664724387238134,2.9819544732478622,0.8228452196708634,-1.6436795958502164
9,3,0.9984001227435907,1,0.2474949254553322,-3.328261394446506,3.1839120975974247,4.540438097888974,-0.4671690353264261,-0.25373671302890605,1.749296404801655,0.20699991567929527,1.88637424041527,0.3902747705954225
10,1,0.9697620166780967,1,0.01607675459702966,-2.0084935743477024,0.36521941326461993,2.889329496160207,0.4286661356853796,0.5957990177789919,3.7917165691614225,-0.8063392492491491,0.487710058856414,-1.5915765958031287
10,2,0.4430160601938222,1,-1.0823094283366452,-0.42503213704995624,0.13680393911819935,-0.162754067434334,1.5391189716267921,0.4953152011166382,-2.214071100579924,0.8209061691391475,0.6712317665573233,-1.4663462442875308
10,3,0.6201253341798496,0,-1.379134164983412,-2.1849908816237904,0.43756805264500886,-1.9655583636263971,-1.7638601017994398,0.9378262547036003,-0.040105024039473885,3.4235435248079313,-1.3112228105144292,0.2555817552009749
11,1,0.6592162977869931,0,3.1028085645464327,2.3206902386677886,0.42457663972760173,2.1982807101010167,2.312525159922716,0.4502443552075543,1.1439172050088815,0.17628010619424292,-0.31973920096867964,-3.181830722038946
11,2,0.5825888945323195,0,-0.3401023417078335,-0.6106854397505012,-0.9891624305770897,0.40331028515543155,1.2279280106729915,1.8315144244389696,0.32029098876460893,-1.655514770984308,0.976457917751627,0.05667901629406352
11,3,0.3983854539920314,0,1.1942200604483615,-0.036760091746517704,-0.634417527941016,-1.857049172520071,0.6044248912801111,-1.1077903889543472,-1.7904993900579347,-1.6104705526186422,2.675187515887258,-0.586211928125974
12,1,0.9701981248268474,0,-1.6314748740526832,-2.7689407869076486,2.3283092015208267,2.1950639502034495,0.13865983185473044,-0.7322476723180702,0.42587429424090706,0.9133344300622057,-2.026759468794953,-6.134557008295776
